,Unnamed: 0,user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
32,33,carlitos,1323084233,304292,05/12/2011 11:23,no,13,1.43,8.17,-94.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-22,4,19,4,602,-316,-129.0,20.5,-161.0,34,,,,,,,,,,,0.03,-0.02,0.0,-290,110,-126,-375,339,508,,,,,,,,,,,,,,,,13.29883416,-70.28683115,-85.01527601,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,48,-272,-556,298,-62.0,26.7,-63.7,-151.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,196,207,-216,-15,650.0,473.0,A
33,34,carlitos,1323084233,332328,05/12/2011 11:23,no,13,1.44,8.18,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.02,-0.02,-22,3,21,-6,604,-315,-129.0,20.5,-161.0,34,,,,,,,,,,,0.02,-0.02,0.0,-291,109,-126,-369,337,512,,,,,,,,,,,,,,,,13.30261297,-70.67355141,-84.62953444,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-235,48,-271,-556,296,-68.0,26.7,-63.7,-151.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.02,188,204,-214,-14,656.0,465.0,A
34,35,carlitos,1323084233,340386,05/12/2011 11:23,no,13,1.41,8.18,-94.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-22,4,22,1,600,-301,-129.0,20.5,-161.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-290,111,-124,-369,336,514,,,,,,,,,,,,,,,,13.35451266,-70.63995378,-84.64918975,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-234,48,-270,-560,293,-65.0,26.6,-63.7,-151.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,0.0,-0.02,191,205,-216,-15,651.0,464.0,A
35,36,carlitos,1323084233,412295,05/12/2011 11:23,no,13,1.42,8.12,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-21,3,21,-3,603,-319,-130.0,20.3,-161.0,34,,,,,,,,,,,0.03,-0.02,-0.03,-289,111,-123,-368,340,515,,,,,,,,,,,,,,,,13.07574259,-70.28271016,-85.07803122,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,47,-271,-554,295,-61.0,26.5,-63.8,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,0.02,-0.03,191,207,-215,-9,654.0,471.0,A
36,37,carlitos,1323084233,448310,05/12/2011 11:23,no,13,1.41,8.11,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.02,-20,3,22,0,606,-317,-130.0,20.3,-161.0,34,,,,,,,,,,,0.03,-0.02,-0.02,-290,111,-124,-363,342,515,,,,,,,,,,,,,,,,13.35451266,-70.63995378,-84.64918975,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,48,-270,-558,290,-65.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,0.02,-0.03,193,205,-214,-17,656.0,472.0,A
37,38,carlitos,1323084233,468406,05/12/2011 11:23,no,13,1.4,8.04,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-21,4,21,-3,604,-316,-130.0,20.2,-161.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-290,111,-125,-373,336,507,,,,,,,,,,,,,,,,13.65402259,-70.39675962,-84.81058285,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,49,-270,-552,296,-69.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.02,-0.03,191,205,-215,-18,651.0,469.0,A
38,39,carlitos,1323084233,504293,05/12/2011 11:23,no,13,1.4,8.04,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-21,3,21,-2,601,-319,-130.0,20.2,-161.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,112,-122,-369,334,510,,,,,,,,,,,,,,,,13.05217456,-70.49400371,-84.87393888,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,47,-271,-563,287,-68.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,194,203,-213,-11,658.0,472.0,A
39,40,carlitos,1323084233,512347,05/12/2011 11:23,no,13,1.4,8.05,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-20,5,21,-1,596,-313,-130.0,20.1,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-291,111,-123,-376,350,514,,,,,,,,,,,,,,,,13.07574259,-70.28271016,-85.07803122,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-271,-554,300,-71.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.02,194,201,-214,-16,654.0,478.0,A
40,41,carlitos,1323084233,512367,05/12/2011 11:23,no,13,1.4,8.06,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.03,-20,6,21,1,600,-301,-130.0,20.1,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-289,110,-125,-375,339,510,,,,,,,,,,,,,,,,12.80059675,-70.31304585,-85.11886321,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,46,-271,-555,290,-65.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.03,192,203,-212,-11,655.0,470.0,A
41,42,carlitos,1323084233,572298,05/12/2011 11:23,no,13,1.39,8.05,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-22,1,21,1,606,-310,-130.0,20.0,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,110,-124,-370,337,500,,,,,,,,,,,,,,,,13.13073959,-70.63750507,-84.71064711,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-269,-560,294,-64.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.0,193,208,-216,-14,656.0,464.0,A
42,43,carlitos,1323084233,572351,05/12/2011 11:23,no,13,1.34,8.05,-94.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,-0.03,-22,3,20,2,602,-317,-130.0,19.9,-162.0,34,,,,,,,,,,,0.02,-0.03,-0.02,-289,110,-124,-372,339,507,,,,,,,,,,,,,,,,13.70755934,-70.36176881,-84.83080156,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.0,-232,49,-269,-554,297,-62.0,26.4,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,192,207,-216,-13,659.0,465.0,A
43,44,carlitos,1323084233,604309,05/12/2011 11:23,no,13,1.3,8.0,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,-0.03,-21,3,22,-4,599,-316,-130.0,19.9,-162.0,34,,,,,,,,,,,0.02,-0.03,0.0,-287,109,-123,-373,343,516,,,,,,,,,,,,,,,,13.35451266,-70.63995378,-84.64918975,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-234,48,-270,-551,297,-68.0,26.3,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.02,-0.02,192,207,-216,-3,653.0,460.0,A
44,45,carlitos,1323084233,660300,05/12/2011 11:23,no,13,1.3,7.85,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,0.0,-20,1,20,-8,603,-310,-130.0,19.7,-162.0,34,,,,,,,,,,,0.02,-0.03,-0.02,-290,110,-123,-367,333,515,,,,,,,,,,,,,,,,12.45410714,-70.58765444,-84.93285578,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.02,-235,45,-272,-560,299,-65.0,26.0,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,192,203,-215,-12,648.0,464.0,A
45,46,carlitos,1323084233,676353,05/12/2011 11:23,no,13,1.29,7.81,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,0.0,-19,4,19,1,602,-309,-130.0,19.7,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,111,-120,-366,341,508,,,,,,,,,,,,,,,,13.29883416,-70.28683115,-85.01527601,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,48,-272,-559,291,-68.0,26.0,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,192,202,-216,-12,652.0,464.0,A
46,47,carlitos,1323084233,688317,05/12/2011 11:23,no,13,1.33,7.76,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02,0.02,0.0,-19,4,21,-3,601,-318,-130.0,19.7,-162.0,34,,,,,,,,,,,0.0,-0.03,-0.02,-289,111,-124,-370,332,506,,,,,,,,,,,,,,,,13.13073959,-70.63750507,-84.71064711,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-269,-558,290,-65.0,26.0,-63.9,-150.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,0.0,0.0,191,202,-214,-10,655.0,469.0,A
47,48,carlitos,1323084233,736343,05/12/2011 11:23,no,13,1.33,7.69,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-18,5,22,2,593,-312,-130.0,19.6,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-290,111,-123,-366,336,513,,,,,,,,,,,,,,,,13.40681541,-70.60607434,-84.66896285,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,48,-269,-557,294,-68.0,25.8,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,0.0,0.0,194,208,-214,-16,653.0,462.0,A
48,49,carlitos,1323084233,784365,05/12/2011 11:23,no,13,1.31,7.69,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.03,-19,3,21,-2,597,-317,-130.0,19.6,-162.0,34,,,,,,,,,,,-0.02,-0.02,-0.03,-288,108,-124,-371,337,508,,,,,,,,,,,,,,,,13.13771445,-71.41795984,-83.93197331,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,0.0,0.0,-235,47,-267,-554,295,-61.0,25.5,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.07,195,207,-216,-15,657.0,460.0,A
49,50,carlitos,1323084233,840318,05/12/2011 11:23,no,13,1.3,7.68,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-18,4,23,1,597,-316,-130.0,19.5,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-289,109,-125,-372,335,515,,,,,,,,,,,,,,,,13.76151374,-70.32648299,-84.85114062,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,0.0,-231,49,-268,-555,293,-74.0,25.4,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.05,193,206,-215,-10,656.0,461.0,A
50,51,carlitos,1323084233,937221,05/12/2011 11:23,no,13,1.29,7.58,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-20,3,21,-7,604,-311,-130.0,19.4,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-289,110,-127,-367,339,505,,,,,,,,,,,,,,,,13.099337,-70.07065749,-85.28282245,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-232,47,-271,-554,295,-67.0,25.0,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.03,191,204,-216,-11,656.0,473.0,A
51,52,carlitos,1323084233,948290,05/12/2011 11:23,yes,13,1.27,7.56,-94.1,3,-0.997130,#DIV/0!,#DIV/0!,0.007518,#DIV/0!,#DIV/0!,-94.1,3.0,-1.0,-94.4,3.0,-1.0,0.3,0.0,0.0000,0.0,1.4,0.1,0.0,7.9,0.2,0.0,-94.3,0.1,0.01,0.0,0.0,-0.03,-19,4,21,0,601,-312,-130.0,19.4,-162.0,34,0.0,-129.6863,0.4686,0.2196,20.0451,0.4491,0.2017,-161.5882,0.4971,0.2471,0.02,-0.02,-0.03,-290,110,-127,-369,348,505,-1.46054,-1.94121,#DIV/0!,0.20074,0.36953,#DIV/0!,20.7,-161.0,34.0,19.4,-162.0,34.0,1.3,1.0,0.0,13.2,-70.4,-84.9,2.1593,1.1355,#DIV/0!,-1.0112,0.7419,#DIV/0!,-70.0,-83.9,2.2,-71.4,-85.3,2.2,1.41,1.39,0.0,37,0.0196,13.1455,0.3015,0.0909,-70.4565,0.2687,0.0722,-84.886,0.2864,0.082,-0.02,-0.02,-0.02,-232,47,-269,-561,289,-61.0,24.9,-63.8,-149.0,-0.6814,-1.3020,#DIV/0!,0.6098,0.0685,#DIV/0!,-63.6,-149.0,-0.7,-63.9,-151.0,-0.7,0.3,2.0,0.00,36,0.0,26.18627,0.57585,0.33161,-63.79412,0.10082,0.01016,-150.03922,0.77358,0.59843,0.02,0.0,-0.05,190,207,-216,-10,653.0,467.0,A
52,53,carlitos,1323084234,399,05/12/2011 11:23,no,14,1.26,7.54,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-19,3,22,-2,605,-311,-130.0,19.4,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-287,108,-125,-371,342,508,,,,,,,,,,,,,,,,13.71142288,-70.75201249,-84.4415855,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,-0.02,-233,49,-268,-553,290,-66.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.05,192,204,-217,-12,653.0,475.0,A
53,54,carlitos,1323084234,64349,05/12/2011 11:23,no,14,1.25,7.46,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-20,4,23,-8,599,-316,-130.0,19.3,-162.0,34,,,,,,,,,,,0.02,0.0,-0.02,-289,111,-124,-364,348,533,,,,,,,,,,,,,,,,13.43498726,-70.78431067,-84.4840986,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-233,48,-268,-562,300,-65.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.03,-0.03,192,204,-215,-15,651.0,474.0,A
54,55,carlitos,1323084234,128295,05/12/2011 11:23,no,14,1.26,7.47,-94.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-17,4,21,-3,599,-292,-130.0,19.2,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-285,109,-122,-365,343,518,,,,,,,,,,,,,,,,14.27102761,-71.46548346,-83.57624877,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-235,51,-266,-558,294,-67.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.02,190,204,-216,-20,660.0,476.0,A
55,56,carlitos,1323084234,140346,05/12/2011 11:23,no,14,1.27,7.46,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,-0.02,-18,3,20,-4,596,-313,-130.0,19.2,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-287,110,-124,-370,338,519,,,,,,,,,,,,,,,,13.58004112,-71.02860105,-84.20204033,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,0.0,-236,49,-270,-555,289,-71.0,25.0,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.03,-0.03,193,204,-215,-11,649.0,477.0,A
56,57,carlitos,1323084234,248292,05/12/2011 11:23,no,14,1.25,7.45,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,-0.02,-19,1,23,2,597,-304,-131.0,19.1,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-290,110,-125,-369,334,513,,,,,,,,,,,,,,,,13.40681541,-70.60607434,-84.66896285,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,-0.02,-233,48,-269,-551,304,-52.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.05,190,205,-214,-16,655.0,472.0,A
57,58,carlitos,1323084234,268317,05/12/2011 11:23,no,14,1.23,7.43,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-21,3,22,-4,598,-306,-131.0,19.0,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-289,110,-124,-368,335,518,,,,,,,,,,,,,,,,13.65784101,-70.78551893,-84.42283544,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,49,-269,-557,298,-63.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,-0.02,-0.03,-0.05,194,205,-215,-17,650.0,463.0,A
58,59,carlitos,1323084234,340471,05/12/2011 11:23,no,14,1.24,7.43,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-19,4,22,2,598,-314,-131.0,19.0,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-289,111,-120,-372,335,521,,,,,,,,,,,,,,,,13.41047767,-70.99594236,-84.28004856,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.0,-234,48,-268,-559,298,-70.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.0,-0.02,-0.03,192,202,-211,-22,660.0,477.0,A
59,60,carlitos,1323084234,360305,05/12/2011 11:23,no,14,1.25,7.41,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-21,4,21,-2,600,-304,-131.0,19.0,-162.0,34,,,,,,,,,,,0.0,-0.03,0.0,-290,111,-123,-368,343,510,,,,,,,,,,,,,,,,13.10320545,-70.45974712,-84.89472246,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,0.0,0.0,-233,47,-270,-555,295,-77.0,24.9,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,-0.02,192,202,-213,-13,655.0,477.0,A
60,61,carlitos,1323084234,360338,05/12/2011 11:23,no,14,1.26,7.41,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-20,3,21,-5,599,-314,-131.0,18.9,-162.0,34,,,,,,,,,,,0.0,-0.03,0.0,-290,111,-124,-375,334,525,,,,,,,,,,,,,,,,13.15834491,-70.81598707,-84.52580163,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-268,-558,296,-65.0,25.0,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.03,0.0,191,201,-213,-16,663.0,467.0,A
61,62,carlitos,1323084234,368301,05/12/2011 11:23,no,14,1.26,7.4,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-20,3,22,-6,606,-314,-131.0,18.9,-162.0,34,,,,,,,,,,,0.0,-0.02,-0.02,-290,111,-125,-374,342,511,,,,,,,,,,,,,,,,13.37871611,-70.42855971,-84.85305745,,,,,,,,,,,,,,,,37,,,,,,,,,,,-0.02,-0.02,0.0,-233,48,-270,-557,291,-70.0,25.0,-63.8,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,192,202,-214,-12,649.0,476.0,A
62,63,carlitos,1323084234,468352,05/12/2011 11:23,no,14,1.27,7.35,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-20,4,21,-7,603,-312,-131.0,18.8,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-289,111,-121,-369,341,514,,,,,,,,,,,,,,,,13.40681541,-70.60607434,-84.66896285,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,48,-269,-554,297,-54.0,25.0,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.03,-0.02,0.02,187,206,-215,-13,655.0,471.0,A
63,64,carlitos,1323084234,488300,05/12/2011 11:23,no,14,1.28,7.35,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.02,-19,5,22,-6,609,-310,-131.0,18.8,-162.0,34,,,,,,,,,,,0.0,-0.02,0.0,-289,110,-123,-365,334,504,,,,,,,,,,,,,,,,13.10320545,-70.45974712,-84.89472246,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-233,47,-270,-553,300,-68.0,25.0,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,192,207,-216,-11,667.0,475.0,A
64,65,carlitos,1323084234,512451,05/12/2011 11:23,no,14,1.28,7.33,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-19,3,21,-3,605,-319,-131.0,18.8,-162.0,34,,,,,,,,,,,0.02,-0.02,0.0,-288,109,-125,-368,339,510,,,,,,,,,,,,,,,,13.38245941,-70.81758832,-84.46500278,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.02,0.0,-234,48,-269,-564,288,-69.0,24.9,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,-0.02,190,208,-215,-22,654.0,475.0,A
65,66,carlitos,1323084234,632334,05/12/2011 11:23,no,14,1.23,7.31,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-21,5,20,-3,599,-302,-131.0,18.6,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-289,109,-125,-373,335,511,,,,,,,,,,,,,,,,13.15834491,-70.81598707,-84.52580163,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-233,47,-268,-558,293,-63.0,24.8,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,-0.02,193,201,-214,-16,657.0,471.0,A
66,67,carlitos,1323084234,704300,05/12/2011 11:23,no,14,1.23,7.32,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-17,2,21,-3,598,-317,-131.0,18.6,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-289,111,-124,-363,331,513,,,,,,,,,,,,,,,,13.32663754,-70.46303572,-84.83261299,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-234,48,-271,-550,298,-64.0,24.8,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,0.0,0.0,193,203,-213,-17,652.0,472.0,A
67,68,carlitos,1323084234,736315,05/12/2011 11:23,no,14,1.2,7.28,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-19,2,20,-3,601,-295,-131.0,18.6,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.02,-288,111,-125,-363,348,518,,,,,,,,,,,,,,,,13.15834491,-70.81598707,-84.52580163,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-233,47,-268,-556,294,-64.0,24.8,-63.7,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,194,203,-212,-13,657.0,473.0,A
68,69,carlitos,1323084234,736372,05/12/2011 11:23,no,14,1.17,7.27,-94.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.03,-20,2,21,-6,595,-302,-131.0,18.5,-162.0,34,,,,,,,,,,,0.02,-0.02,-0.03,-289,111,-122,-364,339,507,,,,,,,,,,,,,,,,12.88149984,-70.84703902,-84.56669062,,,,,,,,,,,,,,,,37,,,,,,,,,,,0.0,-0.03,0.0,-233,46,-268,-557,291,-64.0,24.8,-63.6,-149.0,,,,,,,,,,,,,,,,36,,,,,,,,,,,0.02,-0.02,0.0,191,202,-214,-10,655.0,475.0,A
